Data;À vista R$
13/08/2020;2104,77
14/08/2020;2141,17
17/08/2020;2139,28
18/08/2020;2149,62
19/08/2020;2171,47
20/08/2020;2158,63
21/08/2020;2142,73
24/08/2020;2158,40
25/08/2020;2153,56
26/08/2020;2155,34
27/08/2020;2158,47
28/08/2020;2148,25
31/08/2020;2146,39
01/09/2020;2142,66
02/09/2020;2152,36
03/09/2020;2155,79
04/09/2020;2167,80
08/09/2020;2184,82
09/09/2020;2222,91
10/09/2020;2231,93
11/09/2020;2226,94
14/09/2020;2233,87
15/09/2020;2237,88
16/09/2020;2240,44
17/09/2020;2235,02
18/09/2020;2233,34
21/09/2020;2236,39
22/09/2020;2236,61
23/09/2020;2241,75
24/09/2020;2300,91
25/09/2020;2313,05
28/09/2020;2294,86
29/09/2020;2291,53
30/09/2020;2295,65
01/10/2020;2289,59
02/10/2020;2290,54
05/10/2020;2302,97
06/10/2020;2317,44
07/10/2020;2343,14
08/10/2020;2327,07
09/10/2020;2320,46
13/10/2020;2312,89
14/10/2020;2323,01
15/10/2020;2329,99
16/10/2020;2348,50
19/10/2020;2360,13
20/10/2020;2343,71
21/10/2020;2335,13
22/10/2020;2348,70
23/10/2020;2316,86
26/10/2020;2294,06
27/10/2020;2339,43
28/10/2020;2338,61
29/10/2020;2324,60
30/10/2020;2370,65
03/11/2020;2360,78
04/11/2020;2374,07
05/11/2020;2430,17
06/11/2020;2440,15
09/11/2020;2459,37
10/11/2020;2479,42
11/11/2020;2533,59
12/11/2020;2559,44
13/11/2020;2504,58
16/11/2020;2518,35
17/11/2020;2506,69
18/11/2020;2523,69
19/11/2020;2527,62
20/11/2020;2575,23
23/11/2020;2577,93
24/11/2020;2584,66
25/11/2020;2571,21
26/11/2020;2519,54
27/11/2020;2524,40
30/11/2020;2497,21
01/12/2020;2490,73
02/12/2020;2490,73
03/12/2020;2485,74
04/12/2020;2473,08
07/12/2020;2413,63
08/12/2020;2483,88
09/12/2020;2472,38
10/12/2020;2459,11
11/12/2020;2440,26
14/12/2020;2432,74
15/12/2020;2384,88
16/12/2020;2346,24
17/12/2020;2354,30
18/12/2020;2348,14
21/12/2020;2365,50
22/12/2020;2373,69
23/12/2020;2411,69
28/12/2020;2436,31
29/12/2020;2436,31
30/12/2020;2419,87
04/01/2021;2404,96
05/01/2021;2404,96
06/01/2021;2407,14
07/01/2021;2457,85
08/01/2021;2454,25
11/01/2021;2475,18
12/01/2021;2491,29
13/01/2021;2473,03
14/01/2021;2434,63
15/01/2021;2458,33
18/01/2021;2458,33
19/01/2021;2490,00
20/01/2021;2538,89
21/01/2021;2534,61
22/01/2021;2566,01
25/01/2021;2554,85
26/01/2021;2577,29
27/01/2021;2557,01
28/01/2021;2532,94
29/01/2021;2521,86
01/02/2021;2561,24
02/02/2021;2592,80
03/02/2021;2588,91
04/02/2021;2604,86
05/02/2021;2641,37
08/02/2021;2669,82
09/02/2021;2716,98
10/02/2021;2729,95
11/02/2021;2731,09
12/02/2021;2727,17
17/02/2021;2779,52
18/02/2021;2793,99
19/02/2021;2826,40
22/02/2021;2810,05
23/02/2021;2810,05
24/02/2021;2852,24
25/02/2021;2849,58
26/02/2021;2811,03
01/03/2021;2775,72
02/03/2021;2775,72
03/03/2021;2769,45
04/03/2021;2761,60
05/03/2021;2721,45
08/03/2021;2755,20
09/03/2021;2857,58
10/03/2021;2909,99
11/03/2021;2907,00
12/03/2021;2916,15
15/03/2021;2934,39
16/03/2021;2898,94
17/03/2021;2893,24
18/03/2021;2893,01
19/03/2021;2883,22
22/03/2021;2872,64
23/03/2021;2898,48
24/03/2021;2980,86
25/03/2021;2994,14
26/03/2021;2979,19
29/03/2021;3005,96
30/03/2021;3039,24
31/03/2021;3026,74
01/04/2021;3050,42
05/04/2021;3066,61
06/04/2021;3055,68
07/04/2021;3060,61
08/04/2021;3097,34
09/04/2021;3054,88
12/04/2021;3077,62
13/04/2021;3109,90
14/04/2021;3126,93
15/04/2021;3135,99
16/04/2021;3176,47
19/04/2021;3178,09
20/04/2021;3174,99
22/04/2021;3201,04
23/04/2021;3185,28
26/04/2021;3212,79
27/04/2021;3187,07
28/04/2021;3220,32
29/04/2021;3105,87
30/04/2021;3085,40
03/05/2021;3068,33
04/05/2021;3063,05
05/05/2021;3141,32
06/05/2021;3119,76
07/05/2021;3094,63
10/05/2021;3076,26
11/05/2021;3075,28
12/05/2021;3058,78
13/05/2021;3060,17
14/05/2021;3075,90
17/05/2021;3039,97
18/05/2021;3018,89
19/05/2021;3041,90
20/05/2021;3048,13
21/05/2021;3007,90
24/05/2021;2998,49
25/05/2021;2978,50
26/05/2021;2973,36
27/05/2021;2919,83
28/05/2021;2936,78
31/05/2021;2978,87
01/06/2021;2973,01
02/06/2021;2987,27
04/06/2021;2936,11
07/06/2021;2951,44
08/06/2021;2956,00
09/06/2021;3001,52
10/06/2021;3031,22
11/06/2021;3022,49
14/06/2021;3002,12
15/06/2021;3010,03
16/06/2021;2978,34
17/06/2021;2998,34
18/06/2021;2988,22
21/06/2021;2988,33
22/06/2021;2968,20
23/06/2021;2996,49
24/06/2021;2977,54
25/06/2021;2986,97
28/06/2021;2994,59
29/06/2021;3015,15
30/06/2021;2988,70
01/07/2021;2973,87
02/07/2021;2994,99
05/07/2021;2928,19
06/07/2021;2924,27
07/07/2021;2895,95
08/07/2021;2898,03
12/07/2021;2882,86
13/07/2021;2921,67
14/07/2021;2897,14
15/07/2021;2897,14
16/07/2021;2868,57
19/07/2021;2837,16
20/07/2021;2829,44
21/07/2021;2854,68
22/07/2021;2849,51
23/07/2021;2862,16
26/07/2021;2858,92
27/07/2021;2851,63
28/07/2021;2875,19
29/07/2021;2894,86
30/07/2021;2868,76
02/08/2021;2884,86
03/08/2021;2864,51
04/08/2021;2854,10
05/08/2021;2833,03
06/08/2021;2826,54
09/08/2021;2835,37
10/08/2021;2871,91
11/08/2021;2891,21
12/08/2021;2894,76
13/08/2021;2932,57
16/08/2021;2927,83
17/08/2021;2905,97
18/08/2021;2890,68
19/08/2021;2890,96
20/08/2021;2855,53
23/08/2021;2863,74
24/08/2021;2905,15
25/08/2021;2887,00
26/08/2021;2873,75
27/08/2021;2865,81
30/08/2021;2874,48
31/08/2021;2823,85
01/09/2021;2853,52
02/09/2021;2849,54
03/09/2021;2855,76
06/09/2021;2879,36
08/09/2021;2901,40
09/09/2021;2972,47
10/09/2021;3024,80
13/09/2021;3007,00
14/09/2021;2903,71
15/09/2021;2872,77
16/09/2021;2821,11
17/09/2021;2801,82
20/09/2021;2811,92
21/09/2021;2780,64
22/09/2021;2803,35
23/09/2021;2814,86
24/09/2021;2767,78
27/09/2021;2756,28
28/09/2021;2762,79
29/09/2021;2790,26
30/09/2021;2780,20
01/10/2021;2821,51
04/10/2021;2826,67
05/10/2021;2800,00
06/10/2021;2851,11
07/10/2021;2813,75
08/10/2021;2801,67
11/10/2021;2808,57
13/10/2021;2850,00
14/10/2021;2871,67
15/10/2021;2857,70
18/10/2021;2805,88
19/10/2021;2810,54
20/10/2021;2789,13
21/10/2021;2779,43
22/10/2021;2756,50
25/10/2021;2742,27
26/10/2021;2759,55
27/10/2021;2755,87
28/10/2021;2733,81
29/10/2021;2697,86
01/11/2021;2682,47
03/11/2021;2593,62
04/11/2021;2580,00
05/11/2021;2575,56
08/11/2021;2590,00
09/11/2021;2720,00
10/11/2021;2720,00
11/11/2021;2721,11
12/11/2021;2760,00
16/11/2021;2710,00
17/11/2021;2777,31
18/11/2021;2800,94
19/11/2021;2783,24
22/11/2021;2785,81
23/11/2021;2778,69
24/11/2021;2795,89
25/11/2021;2796,83
26/11/2021;2796,99
29/11/2021;2800,16
30/11/2021;2815,46
01/12/2021;2812,00
02/12/2021;2860,00
03/12/2021;2901,50
06/12/2021;2862,78
07/12/2021;2863,50
08/12/2021;2835,00
09/12/2021;2825,91
10/12/2021;2830,83
13/12/2021;2868,00
14/12/2021;2886,47
15/12/2021;2903,56
16/12/2021;2903,76
17/12/2021;2916,46
20/12/2021;2897,00
21/12/2021;2871,56
22/12/2021;2894,44
23/12/2021;2916,67
27/12/2021;2955,56
28/12/2021;2950,00
29/12/2021;2930,00
30/12/2021;2930,00
03/01/2022;2921,43
04/01/2022;2921,43
05/01/2022;2941,67
06/01/2022;2942,50
07/01/2022;2940,00
10/01/2022;2929,09
11/01/2022;2918,46
12/01/2022;2930,00
13/01/2022;2908,43
14/01/2022;2914,67
17/01/2022;2916,92
18/01/2022;2927,27
19/01/2022;2902,50
20/01/2022;2941,20
21/01/2022;2941,20
24/01/2022;2929,86
25/01/2022;2942,53
26/01/2022;2929,14
27/01/2022;2923,29
28/01/2022;2923,92
31/01/2022;2923,05
01/02/2022;2894,77
02/02/2022;2912,55
03/02/2022;2894,41
04/02/2022;2876,16
07/02/2022;2900,32
08/02/2022;2915,38
09/02/2022;2897,06
10/02/2022;2892,09
11/02/2022;2924,87
14/02/2022;2902,93
15/02/2022;2919,21
16/02/2022;2951,26
17/02/2022;2942,89
18/02/2022;2922,06
21/02/2022;2935,68
22/02/2022;2916,54
23/02/2022;2904,31
24/02/2022;2915,90
25/02/2022;2899,23
02/03/2022;2920,00
03/03/2022;2817,33
04/03/2022;2851,66
07/03/2022;2841,55
08/03/2022;2847,54
09/03/2022;2837,84
10/03/2022;2894,71
11/03/2022;2892,33
14/03/2022;2891,09
15/03/2022;2890,65
16/03/2022;2885,32
17/03/2022;2899,84
18/03/2022;2877,47
21/03/2022;2878,16
22/03/2022;2883,97
23/03/2022;2875,75
24/03/2022;2851,99
25/03/2022;2846,55
28/03/2022;2866,93
29/03/2022;2871,80
30/03/2022;2843,52
31/03/2022;2863,09
01/04/2022;2856,43
04/04/2022;2873,00
05/04/2022;2870,00
06/04/2022;2875,45
07/04/2022;2803,68
08/04/2022;2782,59
11/04/2022;2808,33
12/04/2022;2751,82
13/04/2022;2774,44
14/04/2022;2762,50
18/04/2022;2785,00
19/04/2022;2780,00
20/04/2022;2766,67
22/04/2022;2745,45
25/04/2022;2771,11
26/04/2022;2802,14
27/04/2022;2844,62
28/04/2022;2838,67
29/04/2022;2857,22
02/05/2022;2836,00
03/05/2022;2857,50
04/05/2022;2824,23
05/05/2022;2817,92
06/05/2022;2831,67
09/05/2022;2840,38
10/05/2022;2757,81
11/05/2022;2782,81
12/05/2022;2761,67
13/05/2022;2698,85
16/05/2022;2705,00
17/05/2022;2724,17
18/05/2022;2731,43
19/05/2022;2752,16
20/05/2022;2749,95
23/05/2022;2771,14
24/05/2022;2777,60
25/05/2022;2772,86
26/05/2022;2715,14
27/05/2022;2694,43
30/05/2022;2671,27
31/05/2022;2664,29
01/06/2022;2631,95
02/06/2022;2659,00
03/06/2022;2646,00
06/06/2022;2719,00
07/06/2022;2771,82
08/06/2022;2764,00
09/06/2022;2761,67
10/06/2022;2778,13
13/06/2022;2762,50
14/06/2022;2794,17
15/06/2022;2793,75
17/06/2022;2816,67
20/06/2022;2831,25
21/06/2022;2842,22
22/06/2022;2842,22
23/06/2022;2838,67
24/06/2022;2837,86
27/06/2022;2821,54
28/06/2022;2835,48
29/06/2022;2847,54
30/06/2022;2862,70
01/07/2022;2866,91
04/07/2022;2837,15
05/07/2022;2844,12
06/07/2022;2844,44
07/07/2022;2855,56
08/07/2022;2855,56
11/07/2022;2898,41
12/07/2022;2898,58
13/07/2022;2895,72
14/07/2022;2889,59
15/07/2022;2888,20
18/07/2022;2883,33
19/07/2022;2931,67
20/07/2022;2953,08
21/07/2022;2940,83
22/07/2022;2917,27
25/07/2022;2899,09
26/07/2022;2864,44
27/07/2022;2861,11
28/07/2022;2885,00
29/07/2022;2885,00
01/08/2022;2850,00
02/08/2022;2755,56
03/08/2022;2747,50
04/08/2022;2715,45
05/08/2022;2743,85
08/08/2022;2774,00
09/08/2022;2774,29
10/08/2022;2810,00
11/08/2022;2819,47
12/08/2022;2802,81
15/08/2022;2785,59
16/08/2022;2764,25
17/08/2022;2767,00
18/08/2022;2775,31
19/08/2022;2748,82
22/08/2022;2742,94
23/08/2022;2725,00
24/08/2022;2726,47
25/08/2022;2663,33
26/08/2022;2640,00
29/08/2022;2648,09
30/08/2022;2643,38
31/08/2022;2660,93
01/09/2022;2670,79
02/09/2022;2676,31
05/09/2022;2649,86
06/09/2022;2577,59
08/09/2022;2560,59
09/09/2022;2543,33
12/09/2022;2560,71
13/09/2022;2633,13
14/09/2022;2645,88
15/09/2022;2613,59
16/09/2022;2631,77
19/09/2022;2667,75
20/09/2022;2614,32
21/09/2022;2581,11
22/09/2022;2611,97
23/09/2022;2597,21
26/09/2022;2609,04
27/09/2022;2609,04
28/09/2022;2634,40
29/09/2022;2552,86
30/09/2022;2592,73
03/10/2022;2500,00
04/10/2022;2587,50
05/10/2022;2500,00
06/10/2022;2550,00
07/10/2022;2550,00
10/10/2022;2580,91
11/10/2022;2591,54
13/10/2022;2593,00
14/10/2022;2576,43
17/10/2022;2566,43
18/10/2022;2507,50
19/10/2022;2453,75
20/10/2022;2459,41
21/10/2022;2437,78
24/10/2022;2464,29
25/10/2022;2433,33
26/10/2022;2422,00
27/10/2022;2452,14
28/10/2022;2439,17
31/10/2022;2420,00
01/11/2022;2414,29
03/11/2022;2410,00
04/11/2022;2430,00
07/11/2022;2475,45
08/11/2022;2475,45
09/11/2022;2471,54
10/11/2022;2480,71
11/11/2022;2437,86
14/11/2022;2440,91
16/11/2022;2485,40
17/11/2022;2475,34
18/11/2022;2494,12
21/11/2022;2408,63
22/11/2022;2474,97
23/11/2022;2479,47
24/11/2022;2462,94
25/11/2022;2462,94
28/11/2022;2489,44
29/11/2022;2418,46
30/11/2022;2436,00
01/12/2022;2475,88
02/12/2022;2505,00
05/12/2022;2490,59
06/12/2022;2527,83
07/12/2022;2507,90
08/12/2022;2491,58
09/12/2022;2451,20
12/12/2022;2502,44
13/12/2022;2452,98
14/12/2022;2475,00
15/12/2022;2457,14
16/12/2022;2477,33
19/12/2022;2532,63
20/12/2022;2486,43
21/12/2022;2453,53
22/12/2022;2456,88
23/12/2022;2427,06
26/12/2022;2405,00
27/12/2022;2447,50
28/12/2022;2463,33
29/12/2022;2463,33
02/01/2023;2446,00
03/01/2023;2446,00
04/01/2023;2482,50
05/01/2023;2426,00
06/01/2023;2438,89
09/01/2023;2478,33
10/01/2023;2478,33
11/01/2023;2410,00
12/01/2023;2359,50
13/01/2023;2358,33
16/01/2023;2370,33
17/01/2023;2336,39
18/01/2023;2382,00
19/01/2023;2349,00
20/01/2023;2331,50
23/01/2023;2322,00
24/01/2023;2340,00
25/01/2023;2298,17
26/01/2023;2336,67
27/01/2023;2336,67
30/01/2023;2285,93
31/01/2023;2300,89
01/02/2023;2375,27
02/02/2023;2358,52
03/02/2023;2346,45
06/02/2023;2361,21
07/02/2023;2392,88
08/02/2023;2349,87
09/02/2023;2360,35
10/02/2023;2349,83
13/02/2023;2354,34
14/02/2023;2365,34
15/02/2023;2406,15
16/02/2023;2360,39
17/02/2023;2368,56
22/02/2023;2357,81
23/02/2023;2357,50
24/02/2023;2356,67
27/02/2023;2375,38
28/02/2023;2375,38
01/03/2023;2386,36
02/03/2023;2375,00
03/03/2023;2303,33
06/03/2023;2287,22
07/03/2023;2319,20
08/03/2023;2320,00
09/03/2023;2338,75
10/03/2023;2334,58
13/03/2023;2364,14
14/03/2023;2330,00
15/03/2023;2309,00
16/03/2023;2294,46
17/03/2023;2300,22
20/03/2023;2301,00
21/03/2023;2309,50
22/03/2023;2335,30
23/03/2023;2317,11
24/03/2023;2333,89
27/03/2023;2362,33
28/03/2023;2371,89
29/03/2023;2351,67
30/03/2023;2318,84
31/03/2023;2301,61
03/04/2023;2260,71
04/04/2023;2321,16
05/04/2023;2351,12
06/04/2023;2323,08
10/04/2023;2374,47
11/04/2023;2295,00
12/04/2023;2281,90
13/04/2023;2280,00
14/04/2023;2295,20
17/04/2023;2223,41
18/04/2023;2260,17
19/04/2023;2287,93
20/04/2023;2275,93
24/04/2023;2273,85
25/04/2023;2265,00
26/04/2023;2206,84
27/04/2023;2219,83
28/04/2023;2215,79
02/05/2023;2117,85
03/05/2023;2117,85
04/05/2023;2108,70
05/05/2023;2079,58
08/05/2023;2100,67
09/05/2023;2095,41
10/05/2023;2099,96
11/05/2023;2115,61
12/05/2023;2102,57
15/05/2023;2081,24
16/05/2023;2107,88
17/05/2023;2132,66
18/05/2023;2118,27
19/05/2023;2136,45
22/05/2023;2144,00
23/05/2023;2119,03
24/05/2023;2053,46
25/05/2023;2043,60
26/05/2023;2035,60
29/05/2023;2027,92
30/05/2023;2012,50
31/05/2023;2021,79
01/06/2023;2022,90
02/06/2023;2010,00
05/06/2023;2006,56
06/06/2023;2025,45
07/06/2023;2012,62
09/06/2023;2014,25
12/06/2023;2025,27
13/06/2023;1955,00
14/06/2023;1950,00
15/06/2023;1962,86
16/06/2023;1954,21
19/06/2023;1958,80
20/06/2023;2014,83
21/06/2023;1999,29
22/06/2023;1987,20
23/06/2023;1980,42
26/06/2023;1969,13
27/06/2023;1965,38
28/06/2023;2007,14
29/06/2023;2008,62
30/06/2023;2008,33
03/07/2023;2045,00
04/07/2023;2048,60
05/07/2023;2028,25
06/07/2023;2044,33
07/07/2023;2034,50
10/07/2023;2023,08
11/07/2023;2059,09
12/07/2023;2060,71
13/07/2023;2043,33
14/07/2023;2025,00
17/07/2023;2023,81
18/07/2023;2021,88
19/07/2023;2001,14
20/07/2023;2008,20
21/07/2023;2010,25
24/07/2023;2007,05
25/07/2023;2009,50
26/07/2023;2027,83
27/07/2023;2030,87
28/07/2023;2025,42
31/07/2023;2007,60
01/08/2023;1994,10
02/08/2023;1959,05
03/08/2023;1912,95
04/08/2023;1912,36
07/08/2023;1942,70
08/08/2023;1958,52
09/08/2023;1951,60
10/08/2023;1999,47
11/08/2023;1990,00
14/08/2023;1949,50
15/08/2023;1940,59
16/08/2023;1917,14
17/08/2023;1896,62
18/08/2023;1844,33
21/08/2023;1851,39
22/08/2023;1819,42
23/08/2023;1841,52
24/08/2023;1859,29
25/08/2023;1869,71
28/08/2023;1865,40
29/08/2023;1820,90
30/08/2023;1815,08
31/08/2023;1808,11
01/09/2023;1806,52
04/09/2023;1802,38
05/09/2023;1788,13
06/09/2023;1795,00
08/09/2023;1786,32
11/09/2023;1780,63
12/09/2023;1820,67
13/09/2023;1811,43
14/09/2023;1810,00
15/09/2023;1803,00
18/09/2023;1803,13
19/09/2023;1806,67
20/09/2023;1834,55
21/09/2023;1846,25
22/09/2023;1864,09
25/09/2023;1845,19
26/09/2023;1832,78
27/09/2023;1830,58
28/09/2023;1842,85
29/09/2023;1850,26
02/10/2023;1875,60
03/10/2023;1881,00
04/10/2023;1905,58
05/10/2023;1911,82
06/10/2023;1887,88
09/10/2023;1932,42
10/10/2023;1936,44
11/10/2023;1922,76
13/10/2023;1934,33
16/10/2023;1944,74
17/10/2023;1968,30
18/10/2023;1969,80
19/10/2023;1984,98
20/10/2023;1980,33
23/10/2023;1982,44
24/10/2023;1971,31
25/10/2023;1968,98
26/10/2023;1973,36
27/10/2023;1983,10
30/10/2023;1948,66
31/10/2023;1940,30
01/11/2023;1951,32
03/11/2023;1920,93
06/11/2023;1926,56
07/11/2023;1953,13
08/11/2023;1925,00
09/11/2023;1923,00
10/11/2023;1917,99
13/11/2023;1919,91
14/11/2023;1936,52
16/11/2023;1963,30
17/11/2023;1954,74
20/11/2023;1966,55
21/11/2023;1922,38
22/11/2023;1926,31
23/11/2023;1946,95
24/11/2023;1958,38
27/11/2023;1955,34
28/11/2023;1977,76
29/11/2023;1969,77
30/11/2023;2009,91
01/12/2023;2001,40
04/12/2023;2017,00
05/12/2023;2005,79
06/12/2023;1995,00
07/12/2023;1980,55
08/12/2023;2005,24
11/12/2023;1973,48
12/12/2023;1987,82
13/12/2023;1998,92
14/12/2023;2012,00
15/12/2023;1997,57
18/12/2023;1981,01
19/12/2023;1982,39
20/12/2023;1979,65
21/12/2023;1966,16
22/12/2023;1998,55
26/12/2023;1999,50
27/12/2023;1993,89
28/12/2023;1976,67
02/01/2024;1950,00
03/01/2024;1950,00
04/01/2024;1988,44
05/01/2024;1988,44
08/01/2024;1987,00
09/01/2024;1988,27
10/01/2024;2023,81
11/01/2024;2059,71
12/01/2024;2058,58
15/01/2024;2035,40
16/01/2024;2009,43
17/01/2024;1991,39
18/01/2024;1972,97
19/01/2024;1965,52
22/01/2024;1964,73
23/01/2024;1977,66
24/01/2024;1966,64
25/01/2024;1972,71
26/01/2024;1985,32
29/01/2024;1967,07
30/01/2024;1951,02
31/01/2024;1941,78
01/02/2024;1918,33
02/02/2024;1914,74
05/02/2024;1934,06
06/02/2024;1943,72
07/02/2024;1945,97
08/02/2024;1948,00
09/02/2024;1937,09
14/02/2024;1919,34
15/02/2024;1918,14
16/02/2024;1895,77
19/02/2024;1903,69
20/02/2024;1914,38
21/02/2024;1919,31
22/02/2024;1919,23
23/02/2024;1903,22
26/02/2024;1906,41
27/02/2024;1908,51
28/02/2024;1932,23
29/02/2024;1915,93
01/03/2024;1941,67
04/03/2024;1941,05
05/03/2024;1929,83
06/03/2024;1911,95
07/03/2024;1926,11
08/03/2024;1916,61
11/03/2024;1914,22
12/03/2024;1919,08
13/03/2024;1917,29
14/03/2024;1915,35
15/03/2024;1928,67
18/03/2024;1935,79
19/03/2024;1926,61
20/03/2024;1933,65
21/03/2024;1931,20
22/03/2024;1926,67
25/03/2024;1910,02
26/03/2024;1914,26
27/03/2024;1924,18
28/03/2024;1924,78
01/04/2024;1923,70
02/04/2024;1925,04
03/04/2024;1941,16
04/04/2024;1932,46
05/04/2024;1936,29
08/04/2024;1940,85
09/04/2024;1935,32
10/04/2024;1930,49
11/04/2024;1927,34
12/04/2024;1925,52
15/04/2024;1923,03
16/04/2024;1921,60
17/04/2024;1913,11
18/04/2024;1930,49
19/04/2024;1926,45
22/04/2024;1921,66
23/04/2024;1944,83
24/04/2024;1940,08
25/04/2024;1927,42
26/04/2024;1933,98
29/04/2024;1951,31
30/04/2024;1951,48
02/05/2024;1964,00
03/05/2024;2016,56
06/05/2024;2038,57
07/05/2024;2037,98
08/05/2024;2025,68
09/05/2024;2032,11
10/05/2024;2030,68
13/05/2024;2010,68
14/05/2024;2005,75
15/05/2024;2009,80
16/05/2024;1990,25
17/05/2024;1990,91
20/05/2024;1992,81
21/05/2024;1992,01
22/05/2024;1987,22
23/05/2024;2001,11
24/05/2024;1998,76
27/05/2024;1978,99
28/05/2024;1985,35
29/05/2024;1997,49
31/05/2024;1979,25
03/06/2024;1976,41
04/06/2024;1988,97
05/06/2024;1985,63
06/06/2024;1956,14
07/06/2024;1956,14
10/06/2024;1953,55
11/06/2024;1961,36
12/06/2024;1968,77
13/06/2024;1961,26
14/06/2024;1939,90
17/06/2024;1951,05
18/06/2024;1949,39
19/06/2024;1929,08
20/06/2024;1939,74
21/06/2024;1940,17
24/06/2024;1928,70
25/06/2024;1924,36
26/06/2024;1927,17
27/06/2024;1924,06
28/06/2024;1924,80
01/07/2024;1926,02
02/07/2024;1933,94
03/07/2024;1929,60
04/07/2024;1936,81
05/07/2024;1920,92
08/07/2024;1923,43
09/07/2024;1918,40
10/07/2024;1925,65
11/07/2024;1921,10
12/07/2024;1922,41
15/07/2024;1926,05
16/07/2024;1936,37
17/07/2024;1947,86
18/07/2024;1944,25
19/07/2024;1957,65
22/07/2024;1950,42
23/07/2024;1945,70
24/07/2024;1932,74
25/07/2024;1930,81
26/07/2024;1935,08
29/07/2024;1943,73
30/07/2024;1951,19
31/07/2024;1959,77
01/08/2024;1954,28
02/08/2024;1958,37
05/08/2024;1970,45
06/08/2024;1975,35
07/08/2024;1980,98
08/08/2024;1979,79
09/08/2024;1975,37
12/08/2024;1964,98
13/08/2024;1952,11
14/08/2024;1956,28
15/08/2024;1958,19
16/08/2024;1955,56
19/08/2024;1958,82
20/08/2024;1957,64
21/08/2024;1942,44
22/08/2024;1953,49
23/08/2024;1967,04
26/08/2024;1978,04
27/08/2024;1983,04
28/08/2024;1977,53
29/08/2024;1979,73
30/08/2024;1979,24
02/09/2024;1985,86
03/09/2024;1987,60
04/09/2024;1991,59
05/09/2024;1988,04
06/09/2024;2003,43
09/09/2024;2003,90
10/09/2024;2002,59
11/09/2024;2010,33
12/09/2024;2006,22
13/09/2024;2002,97
16/09/2024;1998,10
17/09/2024;1987,70
18/09/2024;2001,22
19/09/2024;2003,02
20/09/2024;2008,59
23/09/2024;2023,42
24/09/2024;2019,76
25/09/2024;2010,45
26/09/2024;2018,91
27/09/2024;2028,47
30/09/2024;2035,16
01/10/2024;2041,70
02/10/2024;2043,71
03/10/2024;2044,75
04/10/2024;2051,20
07/10/2024;2056,84
08/10/2024;2059,92
09/10/2024;2065,59
10/10/2024;2065,03
11/10/2024;2078,13
14/10/2024;2101,49
15/10/2024;2113,56
16/10/2024;2109,05
17/10/2024;2115,72
18/10/2024;2115,71
21/10/2024;2122,31
22/10/2024;2136,86
23/10/2024;2156,65
24/10/2024;2174,15
25/10/2024;2204,98
28/10/2024;2232,92
29/10/2024;2266,40
30/10/2024;2281,81
31/10/2024;2292,84
01/11/2024;2326,05
04/11/2024;2345,53
05/11/2024;2351,23
06/11/2024;2353,89
07/11/2024;2354,07
08/11/2024;2352,99
11/11/2024;2386,36
12/11/2024;2420,07
13/11/2024;2435,75
14/11/2024;2433,76
18/11/2024;2444,57
19/11/2024;2468,76
21/11/2024;2502,36
22/11/2024;2543,83
25/11/2024;2607,03
26/11/2024;2626,71
27/11/2024;2631,34
28/11/2024;2635,88
29/11/2024;2654,17
02/12/2024;2639,42
03/12/2024;2641,70
04/12/2024;2645,19
05/12/2024;2647,41
06/12/2024;2642,42
09/12/2024;2648,06
10/12/2024;2642,97
11/12/2024;2645,03
12/12/2024;2637,71
13/12/2024;2636,59
16/12/2024;2636,89
17/12/2024;2640,14
18/12/2024;2658,91
19/12/2024;2659,23
20/12/2024;2656,38
23/12/2024;2647,39
26/12/2024;2631,37
27/12/2024;2640,77
30/12/2024;2643,41
02/01/2025;2653,85
03/01/2025;2660,00
06/01/2025;2633,33
07/01/2025;2626,62
08/01/2025;2622,20
09/01/2025;2625,19
10/01/2025;2629,26
13/01/2025;2637,33
14/01/2025;2641,48
15/01/2025;2646,52
16/01/2025;2645,56
17/01/2025;2643,79
20/01/2025;2640,45
21/01/2025;2648,87
22/01/2025;2645,57
23/01/2025;2641,21
24/01/2025;2643,37
27/01/2025;2638,49
28/01/2025;2633,73
29/01/2025;2637,72
30/01/2025;2637,23
31/01/2025;2639,88
03/02/2025;2642,14
04/02/2025;2643,63
05/02/2025;2638,56
06/02/2025;2646,33
07/02/2025;2640,95
10/02/2025;2649,20
11/02/2025;2657,69
12/02/2025;2652,51
13/02/2025;2652,96
14/02/2025;2660,38
17/02/2025;2653,64
18/02/2025;2651,61
19/02/2025;2654,28
20/02/2025;2650,41
21/02/2025;2651,19
24/02/2025;2656,05
25/02/2025;2652,96
26/02/2025;2655,63
27/02/2025;2653,79
28/02/2025;2649,82
05/03/2025;2646,48
06/03/2025;2644,95
07/03/2025;2658,17
10/03/2025;2655,46
11/03/2025;2654,93
12/03/2025;2650,81
13/03/2025;2656,12
14/03/2025;2663,16
17/03/2025;2676,36
18/03/2025;2681,79
19/03/2025;2686,58
20/03/2025;2682,64
21/03/2025;2684,46
24/03/2025;2678,23
25/03/2025;2685,20
26/03/2025;2681,19
27/03/2025;2693,77
28/03/2025;2686,21
31/03/2025;2687,30
01/04/2025;2690,55
02/04/2025;2708,43
03/04/2025;2704,88
04/04/2025;2703,06
07/04/2025;2689,62
08/04/2025;2704,44
09/04/2025;2711,71
10/04/2025;2700,17
11/04/2025;2726,34
14/04/2025;2749,11
15/04/2025;2757,73
16/04/2025;2752,02
